代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
1234,黑松,108,Y1,1.7,109/06/23,108/01/01~108/12/31,股東會確認,1.7,0.0,0
1234,黑松,108,Y1,1.7,109/06/23,108/01/01~108/12/31,股東會確認,1.7,0.0,0
1234,黑松,108,Y1,1.7,109/06/23,108/01/01~108/12/31,股東會確認,1.7,0.0,0
1235,興泰,108,Y1,0.55,109/06/22,108/01/01~108/12/31,股東會確認,0.55,0.55,5442549
1235,興泰,108,Y1,0.55,109/06/22,108/01/01~108/12/31,股東會確認,0.55,0.55,5442549
1235,興泰,108,Y1,0.55,109/06/22,108/01/01~108/12/31,股東會確認,0.55,0.55,5442549
1235,興泰,108,Y1,0.55,109/06/22,108/01/01~108/12/31,股東會確認,0.55,0.55,5442549
1236,宏亞,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1236,宏亞,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1236,宏亞,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1236,宏亞,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1240,茂生農經,108,Y1,2.0,109/06/19,108/01/01~108/12/31,股東會確認,2.0,0.3,1019700
1240,茂生農經,108,Y1,2.0,109/06/19,108/01/01~108/12/31,股東會確認,2.0,0.3,1019700
1240,茂生農經,108,Y1,2.0,109/06/19,108/01/01~108/12/31,股東會確認,2.0,0.3,1019700
1240,茂生農經,108,Y1,2.0,109/06/19,108/01/01~108/12/31,股東會確認,2.0,0.3,1019700
1256,鮮活果汁-KY,108,H2,6.2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,0.0,0
1256,鮮活果汁-KY,108,H2,6.2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,0.0,0
1256,鮮活果汁-KY,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1256,鮮活果汁-KY,108,H2,6.2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,0.0,0
1256,鮮活果汁-KY,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1256,鮮活果汁-KY,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1256,鮮活果汁-KY,108,H2,6.2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,0.0,0
1256,鮮活果汁-KY,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1259,安心,108,Y1,3.2,109/06/03,108/01/01~108/12/31,股東會確認,3.2,0.0,0
1259,安心,108,Y1,3.2,109/06/03,108/01/01~108/12/31,股東會確認,3.2,0.0,0
1259,安心,108,Y1,3.2,109/06/03,108/01/01~108/12/31,股東會確認,3.2,0.0,0
1259,安心,108,Y1,3.2,109/06/03,108/01/01~108/12/31,股東會確認,3.2,0.0,0
1264,德麥,108,Y1,11.0,109/05/27,108/01/01~108/12/31,股東會確認,11.0,0.0,0
1264,德麥,108,Y1,11.0,109/05/27,108/01/01~108/12/31,股東會確認,11.0,0.0,0
1264,德麥,108,Y1,11.0,109/05/27,108/01/01~108/12/31,股東會確認,11.0,0.0,0
1264,德麥,108,Y1,11.0,109/05/27,108/01/01~108/12/31,股東會確認,11.0,0.0,0
1268,漢來美食,108,Y1,4.918,不適用,108/01/01~108/12/31,董事會決議,4.918,0.0,0
1268,漢來美食,108,Y1,4.918,不適用,108/01/01~108/12/31,董事會決議,4.918,0.0,0
1268,漢來美食,108,Y1,4.918,不適用,108/01/01~108/12/31,董事會決議,4.918,0.0,0
1268,漢來美食,108,Y1,4.918,不適用,108/01/01~108/12/31,董事會決議,4.918,0.0,0
1301,台塑,108,Y1,4.4,109/06/10,108/01/01~108/12/31,股東會確認,4.4,0.0,0
1301,台塑,108,Y1,4.4,109/06/10,108/01/01~108/12/31,股東會確認,4.4,0.0,0
1301,台塑,108,Y1,4.4,109/06/10,108/01/01~108/12/31,股東會確認,4.4,0.0,0
1301,台塑,108,Y1,4.4,109/06/10,108/01/01~108/12/31,股東會確認,4.4,0.0,0
1303,南亞,108,Y1,2.2,109/06/12,108/01/01~108/12/31,股東會確認,2.2,0.0,0
1303,南亞,108,Y1,2.2,109/06/12,108/01/01~108/12/31,股東會確認,2.2,0.0,0
1303,南亞,108,Y1,2.2,109/06/12,108/01/01~108/12/31,股東會確認,2.2,0.0,0
1303,南亞,108,Y1,2.2,109/06/12,108/01/01~108/12/31,股東會確認,2.2,0.0,0
1304,台聚,108,Y1,0.5,109/06/12,108/01/01~108/12/31,股東會確認,0.5,0.0,0
1304,台聚,108,Y1,0.5,109/06/12,108/01/01~108/12/31,股東會確認,0.5,0.0,0
1304,台聚,108,Y1,0.5,109/06/12,108/01/01~108/12/31,股東會確認,0.5,0.0,0
1304,台聚,108,Y1,0.5,109/06/12,108/01/01~108/12/31,股東會確認,0.5,0.0,0
1305,華夏,108,Y1,0.5,109/05/28,108/01/01~108/12/31,股東會確認,0.5,0.5,26351496
1305,華夏,108,Y1,0.5,109/05/28,108/01/01~108/12/31,股東會確認,0.5,0.5,26351496
1305,華夏,108,Y1,0.5,109/05/28,108/01/01~108/12/31,股東會確認,0.5,0.5,26351496
1305,華夏,108,Y1,0.5,109/05/28,108/01/01~108/12/31,股東會確認,0.5,0.5,26351496
1307,三芳,108,Y1,0.8,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,0.0,0
1307,三芳,108,Y1,0.8,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,0.0,0
1307,三芳,108,Y1,0.8,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,0.0,0
1307,三芳,108,Y1,0.8,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,0.0,0
1308,亞聚,108,Y1,0.6,109/06/12,108/01/01~108/12/31,股東會確認,0.6,0.5,27719137
1308,亞聚,108,Y1,0.6,109/06/12,108/01/01~108/12/31,股東會確認,0.6,0.5,27719137
1308,亞聚,108,Y1,0.6,109/06/12,108/01/01~108/12/31,股東會確認,0.6,0.5,27719137
1308,亞聚,108,Y1,0.6,109/06/12,108/01/01~108/12/31,股東會確認,0.6,0.5,27719137
1309,台達化,108,Y1,0.3,109/06/18,108/01/01~108/12/31,股東會確認,0.3,0.3,10026146
1309,台達化,108,Y1,0.3,109/06/18,108/01/01~108/12/31,股東會確認,0.3,0.3,10026146
1309,台達化,108,Y1,0.3,109/06/18,108/01/01~108/12/31,股東會確認,0.3,0.3,10026146
1309,台達化,108,Y1,0.3,109/06/18,108/01/01~108/12/31,股東會確認,0.3,0.3,10026146
1310,台苯,108,Y1,1.0,109/05/27,108/01/01~108/12/31,股東會確認,1.0,0.0,0
1310,台苯,108,Y1,1.0,109/05/27,108/01/01~108/12/31,股東會確認,1.0,0.0,0
1310,台苯,108,Y1,1.0,109/05/27,108/01/01~108/12/31,股東會確認,1.0,0.0,0
1310,台苯,108,Y1,1.0,109/05/27,108/01/01~108/12/31,股東會確認,1.0,0.0,0
1312,國喬,108,Y1,0.0,不適用,108/01/01~108/12/31,董事會決議,0.0,0.0,0
1312,國喬,108,Y1,0.0,不適用,108/01/01~108/12/31,董事會決議,0.0,0.0,0
1312A,國喬特,108,Y1,0.6,109/06/12,108/01/01~108/12/31,董事會決議,0.6,0.0,0
1312,國喬,108,Y1,0.0,不適用,108/01/01~108/12/31,董事會決議,0.0,0.0,0
1312A,國喬特,108,Y1,0.6,109/06/12,108/01/01~108/12/31,董事會決議,0.6,0.0,0
1312A,國喬特,108,Y1,0.6,109/06/12,108/01/01~108/12/31,董事會決議,0.6,0.0,0
1312A,國喬特,108,Y1,0.6,109/06/12,108/01/01~108/12/31,董事會決議,0.6,0.0,0
1312,國喬,108,Y1,0.0,不適用,108/01/01~108/12/31,董事會決議,0.0,0.0,0
1313,聯成,108,Y1,0.2,不適用,108/01/01~108/12/31,董事會決議,0.2,0.0,0
1313,聯成,108,Y1,0.2,不適用,108/01/01~108/12/31,董事會決議,0.2,0.0,0
1313,聯成,108,Y1,0.2,不適用,108/01/01~108/12/31,董事會決議,0.2,0.0,0
1313,聯成,108,Y1,0.2,不適用,108/01/01~108/12/31,董事會決議,0.2,0.0,0
1314,中石化,108,Y1,0.3,109/05/28,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1314,中石化,108,Y1,0.3,109/05/28,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1314,中石化,108,Y1,0.3,109/05/28,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1314,中石化,108,Y1,0.3,109/05/28,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1315,達新,108,Y1,3.65,不適用,108/01/01~108/12/31,董事會決議,3.65,0.0,0
1315,達新,108,Y1,3.65,不適用,108/01/01~108/12/31,董事會決議,3.65,0.0,0
1315,達新,108,Y1,3.65,不適用,108/01/01~108/12/31,董事會決議,3.65,0.0,0
1315,達新,108,Y1,3.65,不適用,108/01/01~108/12/31,董事會決議,3.65,0.0,0
1316,上曜,108,H2,0.0,不適用,108/07/01~108/12/31,董事會決議,0.0,0.0,0
1316,上曜,108,H2,0.0,不適用,108/07/01~108/12/31,董事會決議,0.0,0.0,0
1316,上曜,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1316,上曜,108,H2,0.0,不適用,108/07/01~108/12/31,董事會決議,0.0,0.0,0
1316,上曜,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1316,上曜,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1316,上曜,108,H2,0.0,不適用,108/07/01~108/12/31,董事會決議,0.0,0.0,0
1316,上曜,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1319,東陽,108,Y1,1.8,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0
1319,東陽,108,Y1,1.8,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0
1319,東陽,108,Y1,1.8,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0
1319,東陽,108,Y1,1.8,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0
1321,大洋,108,Y1,0.0,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1321,大洋,108,Y1,0.0,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1321,大洋,108,Y1,0.0,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1321,大洋,108,Y1,0.0,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1323,永裕,108,Y1,1.6,不適用,108/01/01~108/12/31,董事會決議,1.6,0.0,0
1323,永裕,108,Y1,1.6,不適用,108/01/01~108/12/31,董事會決議,1.6,0.0,0
1323,永裕,108,Y1,1.6,不適用,108/01/01~108/12/31,董事會決議,1.6,0.0,0
1323,永裕,108,Y1,1.6,不適用,108/01/01~108/12/31,董事會決議,1.6,0.0,0
1324,地球,108,Y1,0.3,109/06/11,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1324,地球,108,Y1,0.3,109/06/11,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1324,地球,108,Y1,0.3,109/06/11,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1324,地球,108,Y1,0.3,109/06/11,108/01/01~108/12/31,股東會確認,0.3,0.0,0
1325,恆大,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1325,恆大,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1325,恆大,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1325,恆大,108,Y1,0.3,不適用,108/01/01~108/12/31,董事會決議,0.3,0.0,0
1326,台化,108,Y1,3.8,109/06/05,108/01/01~108/12/31,股東會確認,3.8,0.0,0
1326,台化,108,Y1,3.8,109/06/05,108/01/01~108/12/31,股東會確認,3.8,0.0,0
1326,台化,108,Y1,3.8,109/06/05,108/01/01~108/12/31,股東會確認,3.8,0.0,0
1326,台化,108,Y1,3.8,109/06/05,108/01/01~108/12/31,股東會確認,3.8,0.0,0
1336,台翰,108,Y1,0.72,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,0.0,0
1336,台翰,108,Y1,0.72,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,0.0,0
1336,台翰,108,Y1,0.72,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,0.0,0
1336,台翰,108,Y1,0.72,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,0.0,0
1337,再生-KY,108,Y1,0.0,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1337,再生-KY,108,Y1,0.0,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1337,再生-KY,108,Y1,0.0,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1337,再生-KY,108,Y1,0.0,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1338,廣華-KY,108,Y1,3.5,109/05/29,108/01/01~108/12/31,股東會確認,3.5,0.0,0
1338,廣華-KY,108,Y1,3.5,109/05/29,108/01/01~108/12/31,股東會確認,3.5,0.0,0
1338,廣華-KY,108,Y1,3.5,109/05/29,108/01/01~108/12/31,股東會確認,3.5,0.0,0
1338,廣華-KY,108,Y1,3.5,109/05/29,108/01/01~108/12/31,股東會確認,3.5,0.0,0
1339,昭輝,108,Y1,2.0,109/05/29,108/01/01~108/12/31,股東會確認,2.0,0.0,0
1339,昭輝,108,Y1,2.0,109/05/29,108/01/01~108/12/31,股東會確認,2.0,0.0,0
1339,昭輝,108,Y1,2.0,109/05/29,108/01/01~108/12/31,股東會確認,2.0,0.0,0
1339,昭輝,108,Y1,2.0,109/05/29,108/01/01~108/12/31,股東會確認,2.0,0.0,0
1340,勝悅-KY,108,Y1,0.0,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1340,勝悅-KY,108,Y1,0.0,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1340,勝悅-KY,108,Y1,0.0,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1340,勝悅-KY,108,Y1,0.0,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0.0,0
1341,富林-KY,108,Y1,3.0,109/06/09,108/01/01~108/12/31,股東會確認,3.0,0.0,0
1341,富林-KY,108,Y1,3.0,109/06/09,108/01/01~108/12/31,股東會確認,3.0,0.0,0
1341,富林-KY,108,Y1,3.0,109/06/09,108/01/01~108/12/31,股東會確認,3.0,0.0,0
1341,富林-KY,108,Y1,3.0,109/06/09,108/01/01~108/12/31,股東會確認,3.0,0.0,0
1342,八貫,108,Y1,2.5,109/05/22,108/01/01~108/12/31,股東會確認,2.5,0.0,0
1342,八貫,108,Y1,2.5,109/05/22,108/01/01~108/12/31,股東會確認,2.5,0.0,0
1342,八貫,108,Y1,2.5,109/05/22,108/01/01~108/12/31,股東會確認,2.5,0.0,0
1342,八貫,108,Y1,2.5,109/05/22,108/01/01~108/12/31,股東會確認,2.5,0.0,0
1402,遠東新,108,Y1,1.5,109/06/30,108/01/01~108/12/31,股東會確認,1.5,0.0,0
1402,遠東新,108,Y1,1.5,109/06/30,108/01/01~108/12/31,股東會確認,1.5,0.0,0
1402,遠東新,108,Y1,1.5,109/06/30,108/01/01~108/12/31,股東會確認,1.5,0.0,0
1402,遠東新,108,Y1,1.5,109/06/30,108/01/01~108/12/31,股東會確認,1.5,0.0,0
1409,新纖,108,Y1,0.55,不適用,108/01/01~108/12/31,董事會決議,0.55,0.0,0
1409,新纖,108,Y1,0.55,不適用,108/01/01~108/12/31,董事會決議,0.55,0.0,0
1409,新纖,108,Y1,0.55,不適用,108/01/01~108/12/31,董事會決議,0.55,0.0,0
1409,新纖,108,Y1,0.55,不適用,108/01/01~108/12/31,董事會決議,0.55,0.0,0
1410,南染,108,Y1,1.0,109/06/18,108/01/01~108/12/31,董事會決議,1.0,0.0,0
1410,南染,108,Y1,1.0,109/06/18,108/01/01~108/12/31,董事會決議,1.0,0.0,0
1410,南染,108,Y1,1.0,109/06/18,108/01/01~108/12/31,董事會決議,1.0,0.0,0
1410,南染,108,Y1,1.0,109/06/18,108/01/01~108/12/31,董事會決議,1.0,0.0,0
1413,宏洲,108,H2,0.0,不適用,108/07/01~108/12/31,董事會決議,0.0,0.0,0
1413,宏洲,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1413,宏洲,108,H1,0.0,不適用,108/01/01~108/06/30,董事會決議,0.0,0.0,0
1413,宏洲,108,H2,0.0,不適用,108/07/01~108/12/31,董事會決議,0.0,0.0,0
