代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00692,富邦公司治理,108,M11,108年11月20日,108年11月26日,108年12月30日,0.53,108
00692,富邦公司治理,108,M11,109年11月17日,109年11月23日,109年12月18日,0.608,109
00692,富邦公司治理,108,M07,108年07月18日,108年07月24日,108年08月27日,0.256,108
00701,國泰臺灣低波動30,108,M01,108年01月17日,108年01月25日,108年02月23日,0.47,108
00701,國泰股利精選30,108,M01,109年01月30日,109年02月07日,109年02月27日,1.66,109
00702,國泰標普低波高息,108,M07,108年07月17日,108年07月23日,108年08月16日,0.45,108
00702,國泰標普低波高息,108,M07,109年07月20日,109年07月26日,109年08月18日,0.21,109
00702,國泰標普低波高息,108,M01,108年01月17日,108年01月25日,108年02月23日,0.28,108
00702,國泰標普低波高息,108,M01,109年01月30日,109年02月07日,109年02月27日,0.23,109
00710B,FH彭博高收益債,108,M06,108年06月25日,108年07月01日,108年07月23日,0.264,108
00710B,FH彭博高收益債,108,M12,109年12月17日,109年12月23日,110年01月15日,0.24,109
00710B,FH彭博高收益債,108,M03,109年03月19日,109年03月25日,109年04月20日,0.261,109
00710B,FH彭博高收益債,108,M12,108年12月24日,108年12月30日,109年01月31日,0.266,108
00710B,FH彭博高收益債,108,M09,108年09月25日,108年10月01日,108年10月25日,0.275,108
00710B,FH彭博高收益債,108,M06,109年06月17日,109年06月23日,109年07月17日,0.26,109
00710B,FH彭博高收益債,108,M03,108年03月21日,108年03月27日,108年04月22日,0.253,108
00710B,FH彭博高收益債,108,M09,109年09月17日,109年09月23日,109年10月19日,0.26,109
00711B,FH彭博新興債,108,M09,108年09月25日,108年10月01日,108年10月25日,0.255,108
00711B,FH彭博新興債,108,M06,109年06月17日,109年06月23日,109年07月17日,0.25,109
00711B,FH彭博新興債,108,M12,109年12月17日,109年12月23日,110年01月15日,0.18,109
00711B,FH彭博新興債,108,M03,109年03月19日,109年03月25日,109年04月20日,0.25,109
00711B,FH彭博新興債,108,M03,108年03月21日,108年03月27日,108年04月22日,0.181,108
00711B,FH彭博新興債,108,M09,109年09月17日,109年09月23日,109年10月19日,0.23,109
00711B,FH彭博新興債,108,M06,108年06月25日,108年07月01日,108年07月23日,0.176,108
00711B,FH彭博新興債,108,M12,108年12月24日,108年12月30日,109年01月31日,0.24,108
00712,FH富時不動產,108,M12,108年12月24日,108年12月30日,109年01月31日,0.264,108
00712,FH富時不動產,108,M09,108年09月25日,108年10月01日,108年10月25日,0.104,108
00712,FH富時不動產,108,M03,109年03月19日,109年03月25日,109年04月20日,0.278,109
00712,FH富時不動產,108,M12,109年12月17日,109年12月23日,110年01月15日,0.173,109
00712,FH富時不動產,108,M03,108年03月21日,108年03月27日,108年04月22日,0.135,108
00712,FH富時不動產,108,M06,108年06月25日,108年07月01日,108年07月23日,0.438,108
00712,FH富時不動產,108,M09,109年09月17日,109年09月23日,109年10月19日,0.273,109
00712,FH富時不動產,108,M06,109年06月17日,109年06月23日,109年07月17日,0.338,109
00713,元大台灣高息低波,108,M11,109年11月20日,109年11月28日,109年12月21日,1.7,109
00713,元大台灣高息低波,108,M11,108年11月22日,108年11月30日,108年12月23日,1.6,108
00714,群益道瓊美國地產,108,M10,108年10月17日,108年10月25日,108年11月13日,0.1,108
00714,群益道瓊美國地產,108,M10,109年10月21日,109年10月27日,109年11月16日,0.102,109
00714,群益道瓊美國地產,108,M07,109年07月16日,109年07月22日,109年08月11日,0.15,109
00714,群益道瓊美國地產,108,M01,108年01月16日,108年01月22日,108年02月19日,0.17,108
00714,群益道瓊美國地產,108,M07,108年07月16日,108年07月22日,108年08月12日,0.135,108
00714,群益道瓊美國地產,108,M04,109年04月20日,109年04月26日,109年05月15日,0.12,109
00714,群益道瓊美國地產,108,M04,108年04月17日,108年04月23日,108年05月16日,0.15,108
00714,群益道瓊美國地產,108,M01,109年01月16日,109年02月03日,109年02月24日,,109
00714,群益道瓊美國地產,108,M01,109年01月16日,109年01月22日,109年02月24日,0.21,109
00717,富邦美國特別股,108,M01,108年01月24日,108年01月30日,108年03月12日,0.204,108
00717,富邦美國特別股,108,M01,109年01月30日,109年02月05日,109年02月27日,0.2,109
00717,富邦美國特別股,108,M10,108年10月22日,108年10月28日,108年11月28日,0.215,108
00717,富邦美國特別股,108,M10,109年10月21日,109年10月27日,109年11月23日,0.168,109
00717,富邦美國特別股,108,M07,108年07月18日,108年07月24日,108年08月27日,0.225,108
00717,富邦美國特別股,108,M04,109年04月22日,109年04月28日,109年05月29日,0.189,109
00717,富邦美國特別股,108,M07,109年07月21日,109年07月27日,109年08月18日,0.167,109
00717,富邦美國特別股,108,M05,108年05月02日,108年05月08日,108年06月05日,0.255,108
00728,第一金工業30,108,M01,108年01月24日,108年01月30日,108年03月08日,1.123,108
00728,第一金工業30,108,M01,109年01月30日,109年02月07日,109年02月27日,0.737,109
00730,富邦臺灣優質高息,108,M10,109年10月21日,109年10月27日,109年11月23日,0.843,109
00730,富邦道瓊臺灣優質高息,108,M10,108年10月22日,108年10月28日,108年11月28日,0.746,108
00731,FH富時高息低波,108,M11,109年11月18日,109年11月24日,109年12月15日,2.09,109
00731,FH富時高息低波,108,M11,108年11月26日,108年12月02日,108年12月23日,2.266,108
00733,富邦臺灣中小,108,M05,108年05月02日,108年05月08日,108年06月05日,0.4,108
00733,富邦臺灣中小,108,M10,108年10月22日,108年10月28日,108年11月28日,0.56,108
00733,富邦臺灣中小,108,M10,109年10月21日,109年10月27日,109年11月23日,0.358,109
00735,國泰臺韓科技,108,M01,108年01月17日,108年01月25日,108年02月23日,0.49,108
00735,國泰臺韓科技,108,M07,108年07月17日,108年07月23日,108年08月16日,0.19,108
00735,國泰臺韓科技,108,M01,109年01月30日,109年02月07日,109年02月27日,0.38,109
00736,國泰富時新興市場,108,M07,108年07月17日,108年07月23日,108年08月16日,0.17,108
00736,國泰富時新興市場,108,M01,109年01月30日,109年02月07日,109年02月27日,0.25,109
00736,國泰富時新興市場,108,M01,108年01月17日,108年01月25日,108年02月23日,0.21,108
00739,元大MSCI A股,108,M10,109年10月28日,109年11月03日,109年11月26日,0.5,109
00742,新光內需收益,108,M12,109年12月30日,110年01月08日,110年01月29日,1.0,109
00742,新光內需收益,108,M12,108年12月30日,109年01月06日,109年02月14日,1.0,108
00770,國泰北美科技,108,M01,109年01月30日,109年02月07日,109年02月27日,0.76,109
00771,元大US高息特別股,108,M11,109年11月20日,109年11月28日,109年12月21日,0.18,109
00771,元大US高息特別股,108,M11,108年11月22日,108年11月30日,108年12月23日,0.25,108
00771,元大US高息特別股,108,M02,109年02月21日,109年02月29日,109年03月24日,0.18,109
00771,元大US高息特別股,108,M08,109年08月21日,109年08月29日,109年09月21日,0.17,109
00771,元大US高息特別股,108,M05,109年05月22日,109年05月30日,109年06月22日,0.21,109
00774B,新光中國政金綠債,108,M10,109年10月23日,109年10月31日,109年11月23日,0.8,109
00774B,新光中國政金綠債,108,M04,109年04月24日,109年05月02日,109年06月08日,0.6,109
00774B,新光中國政金綠債,108,M10,108年10月23日,108年10月29日,108年12月04日,0.34,108
00774C,新光中政金綠債+R,108,M10,109年10月23日,109年10月31日,109年11月23日,0.8,109
00774C,新光中政金綠債+R,108,M04,109年04月24日,109年05月02日,109年06月08日,0.6,109
00774C,新光中政金綠債+R,108,M10,108年10月23日,108年10月29日,108年12月04日,0.34,108
00775B,新光投等債+,108,M08,108年08月22日,108年08月28日,108年09月27日,0.135,108
00775B,新光投等債15+,108,M05,109年05月21日,109年05月29日,109年06月19日,0.34,109
00775B,新光投等債15+,108,M05,108年05月23日,108年05月29日,108年06月28日,0.25,108
00775B,新光投等債15+,108,M08,109年08月20日,109年08月28日,109年09月18日,0.34,109
00775B,新光投等債15+,108,M02,109年02月24日,109年03月01日,109年03月31日,0.45,109
00775B,新光投等債15+,108,M11,108年11月22日,108年11月30日,108年12月31日,0.13,108
00775B,新光投等債15+,108,M11,109年11月19日,109年11月27日,109年12月18日,0.33,109
00776,新光ICE美國權值,108,M11,108年11月22日,108年11月30日,108年12月30日,0.39,108
00850,元大臺灣ESG永續,108,M11,109年11月20日,109年11月28日,109年12月24日,0.9,109
00851,台新全球AI,108,M10,109年10月23日,109年10月31日,109年11月16日,0.28,109
00878,國泰永續高股息,108,M11,109年11月17日,109年11月23日,109年12月18日,0.05,109
