代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,收益分配金額 (每1受益權益單位),收益分配標準 (102年度起啟用),公告年度
0055,元大MSCI金融,112,M11,113年11月18日,113年11月24日,113年12月12日,1.18,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣15元。,113
0055,元大MSCI金融,112,M11,112年11月16日,112年11月22日,112年12月12日,0.6,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣15元。,112
0056,元大高股息,112,M10,112年10月19日,112年10月25日,112年11月14日,1.2,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。,112
0056,元大高股息,112,M07,112年07月18日,112年07月24日,112年08月11日,1.0,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。,112
0056,元大高股息,112,M01,113年01月17日,113年01月23日,113年02月21日,0.7,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。,113
0056,元大高股息,112,M07,113年07月16日,113年07月22日,113年08月09日,1.07,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。,113
0056,元大高股息,112,M10,113年10月17日,113年10月23日,113年11月12日,1.07,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配：1本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。,113
0056,元大高股息,112,M01,114年01月17日,114年01月25日,114年02月20日,,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。",113
0056,元大高股息,112,M04,113年04月18日,113年04月24日,113年05月15日,0.79,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、收益平準金及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。,113
006203,元大MSCI台灣,112,M01,112年01月30日,112年02月05日,112年03月02日,1.23,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位之可分配收益，係指以本基金每受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。",112
006203,元大MSCI台灣,112,M01,113年01月17日,113年01月23日,113年02月21日,1.8,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位之可分配收益，係指以本基金每受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。,113
006203,元大MSCI台灣,112,M07,113年07月16日,113年07月22日,113年08月09日,0.9,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位之可分配收益，係指以本基金每受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。,113
006203,元大MSCI台灣,112,M07,112年07月18日,112年07月24日,112年08月11日,0.9,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1.本基金每受益權單位之可分配收益，係指以本基金每受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。,112
006204,永豐臺灣加權,112,M10,112年10月19日,112年10月27日,112年11月17日,3.959,經理公司應於收益評價日（即每年九月三十日，如該日為非營業日則延至次一營業日）檢視自成立日起至該收益評價日止本基金之累計報酬率與標的指數累計報酬率之差額，如本基金之累計報酬率大於標的指數累計報酬率達百分之一以上者（以下簡稱收益分配標準），經理公司應對受益人為收益分配。前述規定每受益權單位應分配之收益為依本基金累計報酬率扣減標的指數累計報酬率及扣減保留率後乘以成立日每受益權單位淨資產價值。前述保留率包括指數編制下所造成的短暫性超越績效部分及自本次收益評價日至下次之收益評價日間之預估總費用率，並以百分之一為限。,112
006204,永豐臺灣加權,112,M10,113年10月24日,113年10月30日,113年11月19日,0.7,1. 經理公司應於收益評價日（即每年九月三十日，如該日為非營業日則延至次一營業日）檢視自成立日起至該收益評價日止本基金之累計報酬率與標的指數累計報酬率之差額，如本基金之累計報酬率大於標的指數累計報酬率達百分之一以上者（以下簡稱收益分配標準），經理公司應對受益人為收益分配。前述規定每受益權單位應分配之收益為依本基金累計報酬率扣減標的指數累計報酬率及扣減保留率後乘以成立日每受益權單位淨資產價值。前述保留率包括指數編制下所造成的短暫性超越績效部分及自本次收益評價日至下次之收益評價日間之預估總費用率，並以百分之一為限。2. 本基金每受益權單位之可分配收益，應經金管會核准辦理公開發行公司之簽證會計師出具查核簽證報告後始得進行分配。惟如收益分配內容未涉及資本利得時，經簽證會計師出具核閱報告後即得進行分配。,113
006208,富邦台50,112,M11,113年11月18日,113年11月24日,113年12月12日,0.9,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具查核簽證報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之已發放現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,113
006208,富邦台50,112,M07,112年07月18日,112年07月24日,112年08月11日,1.352,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之已發放現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,112
006208,富邦台50,112,M11,112年11月16日,112年11月22日,112年12月12日,0.861,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之已發放現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,112
006208,富邦台50,112,M07,113年07月16日,113年07月22日,113年08月09日,0.783,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之已發放現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配其他投資所得之利息所得、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,113
00690,兆豐臺灣藍籌30,112,M11,113年11月19日,113年11月25日,113年12月06日,0.8,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金投資所得之現金股 利、利息收入、基金收益分配扣除本基金應負擔之費用後之可分配收 益，且不需扣除已實現及未實現之資本損失。經理公司有權調整可分配 收益金額。2.前款可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。經理公司有權在上述條件範圍內調整可分配收益金額。,113
00690,兆豐臺灣藍籌30ETF,112,M05,112年05月22日,112年05月28日,112年06月14日,1.5,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金投資所得之現金股利扣除本基金應負擔之費用後之可分配收益，且不需扣除已實現及未實現之資本損失；2.若其他投資所得之利息收入加計已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)後餘額為正數時，經理公司得於扣除本基金應負擔之費用後，決定併入可分配之收益金額。,112
