代號,名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
1101,台泥,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,2.5,13644048010,0.5,272880960
1101,台泥,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,2.5,13644048010,0.5,272880960
1101B,台泥乙特,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,1.75,350000000,0.0,0
1101B,台泥乙特,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,1.75,350000000,0.0,0
1101,台泥,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,2.5,13644048010,0.5,272880960
1101B,台泥乙特,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,1.75,350000000,0.0,0
1101,台泥,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,2.5,13644048010,0.5,272880960
1101B,台泥乙特,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,1.75,350000000,0.0,0
1102,亞泥,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,3.0,10084341594,0.0,0
1102,亞泥,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,3.0,10084341594,0.0,0
1102,亞泥,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,3.0,10084341594,0.0,0
1102,亞泥,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,3.0,10084341594,0.0,0
1103,嘉泥,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,1.0,771780548,0.0,0
1103,嘉泥,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,1.0,771780548,0.0,0
1103,嘉泥,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,1.0,771780548,0.0,0
1103,嘉泥,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,1.0,771780548,0.0,0
1104,環泥,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,1.0,653609192,0.0,0
1104,環泥,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,1.0,653609192,0.0,0
1104,環泥,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,1.0,653609192,0.0,0
1104,環泥,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,1.0,653609192,0.0,0
1108,幸福,108,H2,109/06/18,108/07/01~108/12/31,股東會確認,0.15,60710707,0.0,0
1108,幸福,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1108,幸福,108,H2,109/06/18,108/07/01~108/12/31,股東會確認,0.15,60710707,0.0,0
1108,幸福,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1108,幸福,108,H2,109/06/18,108/07/01~108/12/31,股東會確認,0.15,60710707,0.0,0
1108,幸福,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1108,幸福,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1108,幸福,108,H2,109/06/18,108/07/01~108/12/31,股東會確認,0.15,60710707,0.0,0
1109,信大,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.1,376153655,0.0,0
1109,信大,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.1,376153655,0.0,0
1109,信大,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.1,376153655,0.0,0
1109,信大,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.1,376153655,0.0,0
1110,東泥,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.1,57200079,0.0,0
1110,東泥,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.1,57200079,0.0,0
1110,東泥,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.1,57200079,0.0,0
1110,東泥,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.1,57200079,0.0,0
1201,味全,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.3339,675037321,0.0,0
1201,味全,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.3339,675037321,0.0,0
1201,味全,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.3339,675037321,0.0,0
1201,味全,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.3339,675037321,0.0,0
1203,味王,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.0,240000000,0.0,0
1203,味王,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.0,240000000,0.0,0
1203,味王,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.0,240000000,0.0,0
1203,味王,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.0,240000000,0.0,0
1210,大成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,2.2,1820145990,0.0,0
1210,大成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,2.2,1820145990,0.0,0
1210,大成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,2.2,1820145990,0.0,0
1210,大成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,2.2,1820145990,0.0,0
1213,大飲,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1213,大飲,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1213,大飲,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1213,大飲,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1215,卜蜂,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.0,1071963992,0.0,0
1215,卜蜂,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.0,1071963992,0.0,0
1215,卜蜂,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.0,1071963992,0.0,0
1215,卜蜂,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.0,1071963992,0.0,0
1216,統一,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,2.5,14205038553,0.0,0
1216,統一,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,2.5,14205038553,0.0,0
1216,統一,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,2.5,14205038553,0.0,0
1216,統一,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,2.5,14205038553,0.0,0
1217,愛之味,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1217,愛之味,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1217,愛之味,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1217,愛之味,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1218,泰山,108,Y1,109/05/21,108/01/01~108/12/31,股東會確認,0.9,449999134,0.0,0
1218,泰山,108,Y1,109/05/21,108/01/01~108/12/31,股東會確認,0.9,449999134,0.0,0
1218,泰山,108,Y1,109/05/21,108/01/01~108/12/31,股東會確認,0.9,449999134,0.0,0
1218,泰山,108,Y1,109/05/21,108/01/01~108/12/31,股東會確認,0.9,449999134,0.0,0
1219,福壽,108,Y1,109/06/17,108/01/01~108/12/31,股東會確認,0.4,128805555,0.0,0
1219,福壽,108,Y1,109/06/17,108/01/01~108/12/31,股東會確認,0.4,128805555,0.0,0
1219,福壽,108,Y1,109/06/17,108/01/01~108/12/31,股東會確認,0.4,128805555,0.0,0
1219,福壽,108,Y1,109/06/17,108/01/01~108/12/31,股東會確認,0.4,128805555,0.0,0
1220,台榮,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.6,106246766,0.0,0
1220,台榮,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.6,106246766,0.0,0
1220,台榮,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.6,106246766,0.0,0
1220,台榮,108,Y1,109/06/20,108/01/01~108/12/31,股東會確認,0.6,106246766,0.0,0
1225,福懋油,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,1.3,284313967,0.0,0
1225,福懋油,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,1.3,284313967,0.0,0
1225,福懋油,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,1.3,284313967,0.0,0
1225,福懋油,108,Y1,109/06/24,108/01/01~108/12/31,股東會確認,1.3,284313967,0.0,0
1227,佳格,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,2.65,2424987417,0.0,0
1227,佳格,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,2.65,2424987417,0.0,0
1227,佳格,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,2.65,2424987417,0.0,0
1227,佳格,108,Y1,109/06/16,108/01/01~108/12/31,股東會確認,2.65,2424987417,0.0,0
1229,聯華,108,Y1,109/06/23,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.6,1767583746,1.6,176758374
1229,聯華,108,Y1,109/06/23,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.6,1767583746,1.6,176758374
1229,聯華,108,Y1,109/06/23,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.6,1767583746,1.6,176758374
1229,聯華,108,Y1,109/06/23,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.6,1767583746,1.6,176758374
1231,聯華食,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,1.6,279352630,0.5,8729770
1231,聯華食,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,1.6,279352630,0.5,8729770
1231,聯華食,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,1.6,279352630,0.5,8729770
1231,聯華食,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,1.6,279352630,0.5,8729770
1232,大統益,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,5.0,799874575,0.0,0
1232,大統益,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,5.0,799874575,0.0,0
1232,大統益,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,5.0,799874575,0.0,0
1232,大統益,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,5.0,799874575,0.0,0
1233,天仁,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,1.6,144947117,0.0,0
1233,天仁,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,1.6,144947117,0.0,0
1233,天仁,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,1.6,144947117,0.0,0
1233,天仁,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,1.6,144947117,0.0,0
1234,黑松,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.7,683180860,0.0,0
1234,黑松,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.7,683180860,0.0,0
1234,黑松,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.7,683180860,0.0,0
1234,黑松,108,Y1,109/06/23,108/01/01~108/12/31,股東會確認,1.7,683180860,0.0,0
1235,興泰,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.55,54425490,0.55,5442549
1235,興泰,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.55,54425490,0.55,5442549
1235,興泰,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.55,54425490,0.55,5442549
1235,興泰,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.55,54425490,0.55,5442549
1236,宏亞,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,32502753,0.0,0
1236,宏亞,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,32502753,0.0,0
1236,宏亞,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,32502753,0.0,0
1236,宏亞,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,32502753,0.0,0
1240,茂生農經,108,Y1,109/06/19,108/01/01~108/12/31,股東會確認,2.0,67980000,0.3,1019700
1240,茂生農經,108,Y1,109/06/19,108/01/01~108/12/31,股東會確認,2.0,67980000,0.3,1019700
1240,茂生農經,108,Y1,109/06/19,108/01/01~108/12/31,股東會確認,2.0,67980000,0.3,1019700
1240,茂生農經,108,Y1,109/06/19,108/01/01~108/12/31,股東會確認,2.0,67980000,0.3,1019700
1256,鮮活果汁-KY,108,H2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,209821392,0.0,0
1256,鮮活果汁-KY,108,H2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,209821392,0.0,0
1256,鮮活果汁-KY,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1256,鮮活果汁-KY,108,H2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,209821392,0.0,0
1256,鮮活果汁-KY,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1256,鮮活果汁-KY,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1256,鮮活果汁-KY,108,H2,109/05/28,108/07/01~108/12/31,股東會確認,6.2,209821392,0.0,0
1256,鮮活果汁-KY,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1259,安心,108,Y1,109/06/03,108/01/01~108/12/31,股東會確認,3.2,103272000,0.0,0
1259,安心,108,Y1,109/06/03,108/01/01~108/12/31,股東會確認,3.2,103272000,0.0,0
1259,安心,108,Y1,109/06/03,108/01/01~108/12/31,股東會確認,3.2,103272000,0.0,0
1259,安心,108,Y1,109/06/03,108/01/01~108/12/31,股東會確認,3.2,103272000,0.0,0
1264,德麥,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,11.0,370655670,0.0,0
1264,德麥,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,11.0,370655670,0.0,0
1264,德麥,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,11.0,370655670,0.0,0
1264,德麥,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,11.0,370655670,0.0,0
1268,漢來美食,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.918,260566110,0.0,0
1268,漢來美食,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.918,260566110,0.0,0
1268,漢來美食,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.918,260566110,0.0,0
1268,漢來美食,108,Y1,不適用,108/01/01~108/12/31,董事會決議,4.918,260566110,0.0,0
1301,台塑,108,Y1,109/06/10,108/01/01~108/12/31,股東會確認,4.4,28009259436,0.0,0
1301,台塑,108,Y1,109/06/10,108/01/01~108/12/31,股東會確認,4.4,28009259436,0.0,0
1301,台塑,108,Y1,109/06/10,108/01/01~108/12/31,股東會確認,4.4,28009259436,0.0,0
1301,台塑,108,Y1,109/06/10,108/01/01~108/12/31,股東會確認,4.4,28009259436,0.0,0
1303,南亞,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,2.2,17447807496,0.0,0
1303,南亞,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,2.2,17447807496,0.0,0
1303,南亞,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,2.2,17447807496,0.0,0
1303,南亞,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,2.2,17447807496,0.0,0
1304,台聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.5,594381750,0.0,0
1304,台聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.5,594381750,0.0,0
1304,台聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.5,594381750,0.0,0
1304,台聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.5,594381750,0.0,0
1305,華夏,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.5,263514964,0.5,26351496
1305,華夏,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.5,263514964,0.5,26351496
1305,華夏,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.5,263514964,0.5,26351496
1305,華夏,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.5,263514964,0.5,26351496
1307,三芳,108,Y1,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,318254501,0.0,0
1307,三芳,108,Y1,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,318254501,0.0,0
1307,三芳,108,Y1,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,318254501,0.0,0
1307,三芳,108,Y1,109/06/09,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.8,318254501,0.0,0
1308,亞聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.6,332629647,0.5,27719137
1308,亞聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.6,332629647,0.5,27719137
1308,亞聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.6,332629647,0.5,27719137
1308,亞聚,108,Y1,109/06/12,108/01/01~108/12/31,股東會確認,0.6,332629647,0.5,27719137
1309,台達化,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,0.3,100261468,0.3,10026146
1309,台達化,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,0.3,100261468,0.3,10026146
1309,台達化,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,0.3,100261468,0.3,10026146
1309,台達化,108,Y1,109/06/18,108/01/01~108/12/31,股東會確認,0.3,100261468,0.3,10026146
1310,台苯,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,1.0,527869764,0.0,0
1310,台苯,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,1.0,527869764,0.0,0
1310,台苯,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,1.0,527869764,0.0,0
1310,台苯,108,Y1,109/05/27,108/01/01~108/12/31,股東會確認,1.0,527869764,0.0,0
1312,國喬,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.0,0,0.0,0
1312,國喬,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.0,0,0.0,0
1312A,國喬特,108,Y1,109/06/12,108/01/01~108/12/31,董事會決議,0.6,12000000,0.0,0
1312,國喬,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.0,0,0.0,0
1312A,國喬特,108,Y1,109/06/12,108/01/01~108/12/31,董事會決議,0.6,12000000,0.0,0
1312A,國喬特,108,Y1,109/06/12,108/01/01~108/12/31,董事會決議,0.6,12000000,0.0,0
1312A,國喬特,108,Y1,109/06/12,108/01/01~108/12/31,董事會決議,0.6,12000000,0.0,0
1312,國喬,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.0,0,0.0,0
1313,聯成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.2,266469521,0.0,0
1313,聯成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.2,266469521,0.0,0
1313,聯成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.2,266469521,0.0,0
1313,聯成,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.2,266469521,0.0,0
1314,中石化,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.3,985455039,0.0,0
1314,中石化,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.3,985455039,0.0,0
1314,中石化,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.3,985455039,0.0,0
1314,中石化,108,Y1,109/05/28,108/01/01~108/12/31,股東會確認,0.3,985455039,0.0,0
1315,達新,108,Y1,不適用,108/01/01~108/12/31,董事會決議,3.65,722700000,0.0,0
1315,達新,108,Y1,不適用,108/01/01~108/12/31,董事會決議,3.65,722700000,0.0,0
1315,達新,108,Y1,不適用,108/01/01~108/12/31,董事會決議,3.65,722700000,0.0,0
1315,達新,108,Y1,不適用,108/01/01~108/12/31,董事會決議,3.65,722700000,0.0,0
1316,上曜,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
1316,上曜,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
1316,上曜,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1316,上曜,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
1316,上曜,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1316,上曜,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1316,上曜,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
1316,上曜,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1319,東陽,108,Y1,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,1064658722,0.0,0
1319,東陽,108,Y1,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,1064658722,0.0,0
1319,東陽,108,Y1,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,1064658722,0.0,0
1319,東陽,108,Y1,109/06/19,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,1064658722,0.0,0
1321,大洋,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1321,大洋,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1321,大洋,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1321,大洋,108,Y1,109/06/22,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1323,永裕,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.6,146039286,0.0,0
1323,永裕,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.6,146039286,0.0,0
1323,永裕,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.6,146039286,0.0,0
1323,永裕,108,Y1,不適用,108/01/01~108/12/31,董事會決議,1.6,146039286,0.0,0
1324,地球,108,Y1,109/06/11,108/01/01~108/12/31,股東會確認,0.3,22536565,0.0,0
1324,地球,108,Y1,109/06/11,108/01/01~108/12/31,股東會確認,0.3,22536565,0.0,0
1324,地球,108,Y1,109/06/11,108/01/01~108/12/31,股東會確認,0.3,22536565,0.0,0
1324,地球,108,Y1,109/06/11,108/01/01~108/12/31,股東會確認,0.3,22536565,0.0,0
1325,恆大,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,25584360,0.0,0
1325,恆大,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,25584360,0.0,0
1325,恆大,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,25584360,0.0,0
1325,恆大,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.3,25584360,0.0,0
1326,台化,108,Y1,109/06/05,108/01/01~108/12/31,股東會確認,3.8,22272507906,0.0,0
1326,台化,108,Y1,109/06/05,108/01/01~108/12/31,股東會確認,3.8,22272507906,0.0,0
1326,台化,108,Y1,109/06/05,108/01/01~108/12/31,股東會確認,3.8,22272507906,0.0,0
1326,台化,108,Y1,109/06/05,108/01/01~108/12/31,股東會確認,3.8,22272507906,0.0,0
1336,台翰,108,Y1,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,92518103,0.0,0
1336,台翰,108,Y1,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,92518103,0.0,0
1336,台翰,108,Y1,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,92518103,0.0,0
1336,台翰,108,Y1,109/06/16,108/01/01~108/12/31,現金股利經董事會決議、增資配股經股東會確認,0.72,92518103,0.0,0
1337,再生-KY,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1337,再生-KY,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1337,再生-KY,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1337,再生-KY,108,Y1,109/06/15,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1338,廣華-KY,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,3.5,293440000,0.0,0
1338,廣華-KY,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,3.5,293440000,0.0,0
1338,廣華-KY,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,3.5,293440000,0.0,0
1338,廣華-KY,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,3.5,293440000,0.0,0
1339,昭輝,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,2.0,148247750,0.0,0
1339,昭輝,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,2.0,148247750,0.0,0
1339,昭輝,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,2.0,148247750,0.0,0
1339,昭輝,108,Y1,109/05/29,108/01/01~108/12/31,股東會確認,2.0,148247750,0.0,0
1340,勝悅-KY,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1340,勝悅-KY,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1340,勝悅-KY,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1340,勝悅-KY,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,0.0,0,0.0,0
1341,富林-KY,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,3.0,247000000,0.0,0
1341,富林-KY,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,3.0,247000000,0.0,0
1341,富林-KY,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,3.0,247000000,0.0,0
1341,富林-KY,108,Y1,109/06/09,108/01/01~108/12/31,股東會確認,3.0,247000000,0.0,0
1342,八貫,108,Y1,109/05/22,108/01/01~108/12/31,股東會確認,2.5,154913408,0.0,0
1342,八貫,108,Y1,109/05/22,108/01/01~108/12/31,股東會確認,2.5,154913408,0.0,0
1342,八貫,108,Y1,109/05/22,108/01/01~108/12/31,股東會確認,2.5,154913408,0.0,0
1342,八貫,108,Y1,109/05/22,108/01/01~108/12/31,股東會確認,2.5,154913408,0.0,0
1402,遠東新,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,1.5,8029312841,0.0,0
1402,遠東新,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,1.5,8029312841,0.0,0
1402,遠東新,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,1.5,8029312841,0.0,0
1402,遠東新,108,Y1,109/06/30,108/01/01~108/12/31,股東會確認,1.5,8029312841,0.0,0
1409,新纖,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.55,890125110,0.0,0
1409,新纖,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.55,890125110,0.0,0
1409,新纖,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.55,890125110,0.0,0
1409,新纖,108,Y1,不適用,108/01/01~108/12/31,董事會決議,0.55,890125110,0.0,0
1410,南染,108,Y1,109/06/18,108/01/01~108/12/31,董事會決議,1.0,63000000,0.0,0
1410,南染,108,Y1,109/06/18,108/01/01~108/12/31,董事會決議,1.0,63000000,0.0,0
1410,南染,108,Y1,109/06/18,108/01/01~108/12/31,董事會決議,1.0,63000000,0.0,0
1410,南染,108,Y1,109/06/18,108/01/01~108/12/31,董事會決議,1.0,63000000,0.0,0
1413,宏洲,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
1413,宏洲,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1413,宏洲,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1413,宏洲,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
1413,宏洲,108,H1,不適用,108/01/01~108/06/30,董事會決議,0.0,0,0.0,0
1413,宏洲,108,H2,不適用,108/07/01~108/12/31,董事會決議,0.0,0,0.0,0
