"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"1580 - 新麥","董事會決議","113年 年度","113/01/01~113/12/31","1","114/03/11","不適用","      1,108,580,322","        682,665,515","      1,875,654,611","      1,423,582,433","9.00000000","0.0","0.0","        452,072,178","0.0","0.0","0.0","                  0","本公司年度扣除員工酬勞及董事酬勞前之本期稅前利益，應提撥百分之二至百分之十為員工酬勞及不高於百分之五之董事酬勞。前項員工酬勞得以股票或現金為之，其給付對象得包括符合董事會所訂條件之從屬公司員工。前項董事酬勞僅得以現金為之。前二項應由董事會決議行之，並報告股東會。經前項董事會決議以股票之方式發給員工酬勞者，得同次決議以發行新股或收買自己之股份為之。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董事酬勞。
本公司年度決算如有本期稅後淨利，應先彌補累積虧損後(包括調整未分配盈餘金額)，再依法提撥百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，不在此限。次依法令或主管機關規定提撥或迴轉特別盈餘公積；嗣餘盈餘，連同期初未分配盈餘(包括調整未分配盈餘金額)，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司依法提列特別盈餘公積時，對於「前期累積之投資性不動產公允價值淨增加數額」及「前期累積之其他權益減項淨額」之提列不足數額，於盈餘分派前，應先自前期未分配盈餘提列相同數額之特別盈餘公積，如仍有不足之情形，再自當期稅後淨利加計當期稅後淨利以外項目計入當期未分配盈餘之數額提列。
本公司依公司法第240條規定以前項股息紅利或第241條規定以法定盈餘公積、資本公積發放現金時，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於百分之二十分配股東股息紅利，分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之二十。","無",
"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"1584 - 精剛","股東會確認","113年 年度","113/01/01~113/12/31","1","114/02/25","114/05/22","        202,576,869","        309,037,888","        500,414,567","        337,685,194","0.70000000","0.0","0.0","        162,729,373","0.0","0.0","0.0","                  0","本公司年終結算如有盈餘，除提付應納稅款外，應先
彌補以往年度虧損，次就其餘額提出百分之十為法定
盈餘公積，並得視業務需要或法令規定提列特別盈餘
公積，如尚有盈餘，加計前期累積未分配盈餘後，由
董事會擬定分配案，提請股東會通過後分配之。
本公司股利政策，係配合目前及未來之發展計畫、考
量投資環境、資金需求及國內外競爭狀況，並兼顧股
東利益等因素，分配股東股息紅利時，得以現金或股
票方式為之，其中現金股利不低於股利總額之百分之
五十。","",
"1586 - 和勤","董事會決議","113年 年度","113/01/01~113/12/31","1","114/03/12","不適用","         87,542,946","         35,282,815","        170,604,293","        140,215,653","0.30000000","0.0","0.0","         30,388,640","0.0","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再加計本期稅後淨利以外項目計入當年度未分配盈餘之數額提存百分之十為法定盈餘公積，但法定盈餘公積已達實收資本總額時，得不再提列。其餘再依法令規定提列或迴轉特別盈餘公積，如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司分派股息及紅利或法定盈餘公積及資本公積之全部或一部如以發放現金之方式為之，得授權董事會以三分之二以上董事之出席，及出席董事過半 數同意後為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於百分之十分配股東紅利，惟累積可供分配盈餘低於實收股本百分之一得不予分配。分配股東紅利時得以股票或現金方式為之，其中現金股利不低於股利總額之10%。","無",
"1591 - 駿吉-KY","董事會決議","113年 下半年","113/07/01~113/12/31","1","114/03/12","不適用","         54,659,055","        -44,298,364","         48,122,620","         48,122,620","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司分配股利之政策，須視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年依法由董事會擬具分派案，提報股東會。","無",
"1591 - 駿吉-KY","董事會決議","113年 上半年","113/01/01~113/06/30","1","113/08/28","不適用","         54,659,055","        -28,601,446","         45,687,111","         45,687,111","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司為英屬開曼群島法律組織設立並存續之公司，不適用公司法第237條規定:「公司於完納一切稅捐後，分派盈餘時，應先提出百分之十為法定盈餘公積」。","無",
"1593 - 祺驊","董事會決議","113年 第4季","113/10/01~113/12/31","1","114/03/04","不適用","        101,470,766","         67,628,426","        178,795,429","        115,139,794","1.60000000","0.0","0.0","         63,655,635","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1593 - 祺驊","董事會決議","113年 第3季","113/07/01~113/09/30","1","113/11/05","不適用","        101,470,766","         40,085,887","        141,556,653","        141,556,653","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1593 - 祺驊","董事會決議","113年 第2季","113/04/01~113/06/30","1","113/08/06","不適用","        101,470,766","         17,055,309","        118,526,075","        118,526,075","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1593 - 祺驊","董事會決議","113年 第1季","113/01/01~113/03/31","1","113/05/07","不適用","        101,470,766","            126,833","        101,597,599","        101,597,599","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1595 - 川寶","董事會決議","113年 年度","113/01/01~113/12/31","1","114/03/11","不適用","      1,172,608,466","         -2,670,375","      1,170,829,568","      1,143,810,950","0.50000000","0.0","0.0","         27,018,618","0.0","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，以發行新股方式為之時，應提請股東會決議後分派之。
本公司分派股息及紅利或法定盈餘公積及資本公積之全部或一部，如以發放現金之方式為之，得授權董事會以三分之二以上董事之出席，及出席董事過半數同意後為之，並報告股東會。","無",
"1599 - 宏佳騰","董事會決議","113年 年度","113/01/01~113/12/31","1","114/03/13","不適用","        522,190,023","         88,095,725","        607,130,800","        570,616,418","0.50000000","0.0","0.0","         36,514,382","0.0","0.0","0.0","                  0","本公司每年度決算如有盈餘時，應依法提繳稅捐、彌補虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達公司資本總額時，不在此限。另依相關法令規定提列或迴轉特別盈餘公積，剩餘部分併同期初未分配盈餘為股東累積可分配盈餘，由董事會擬定盈餘分配案提請股東會決議分配之。
 本公司授權董事會以三分之二以上董事之出席，及出席董事過半數同意之決議，將應分派股息及紅利之全部或一部份，以發放現金之方式為之，並報告股東會。不適用本章程條文有關股東會決議之規定。","無",
"1742 - 台蠟","股東會確認","113年 年度","113/01/01~113/12/31","1","114/03/13","114/06/03","         79,878,222","         82,716,071","        154,322,686","                  0","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","第 十八 條：本公司年度決算如有盈餘，應先提繳稅款、彌補已往虧損，次提百分之十為法定盈餘公積，並視需要酌提特別盈餘公積，其餘由董事會擬具分配案提請股東會決議。 
第十八條之一：本公司考量產業環境及企業成長階
段，因應未來資金需求、長期財務規劃，於擬具盈
餘分配案中股東紅利之發放，其現金股利分派比率
原則以不低於當年度股東紅利總額百分之一，但公
司遇有重大投資計畫、重大營運變動事項及產能擴
充或其他重大資本支出等資金需求，且對外資金不
易取得時，或現金股利每股之配發若低於０、一
元，則全數改以股票股利發放。 
第十八條之二：本公司應依當年度獲利情況，提撥
不低於百分之一為員工酬勞（其中應提撥0.5%為
基層員工分派酬勞），以及不高於百分之三為董事
酬勞。但公司尚有累積虧損時，應預先保留彌補數
額。員工酬勞得以股票或現金為之，且發給股東或
現金之對象，得包括符合一定條件之從屬公司員工
。","",
"1777 - 生泰","董事會決議","113年 年度","113/01/01~113/12/31","1","114/02/24","不適用","        498,143,579","        393,283,436","        857,184,217","        620,848,138","5.30000000","0.0","0.0","        236,336,079","0.0","0.0","0.0","                  0","本公司考量產業環境多變及企業之成長性，因應未來資金需求及長期規劃，
並滿足股東對現金流入之需求，本公司決算後如有盈餘，依下列順序分派之：
1.提繳稅捐。
2.彌補虧損。
3.提列百分之十為法定盈餘公積。但法定盈餘公積已達實收資本額時，
不在此限。
4.必要時提列或迴轉特別盈餘公積。
5.餘額併同上一年度累積未分配盈餘為累積可分配盈餘，由董事會擬具
盈餘分配議案，送交股東會決議分配股東紅利。
本公司授權董事會以董事三分之二以上之出席及出席董事過半數同意之
決議，將應分派股息及紅利、法定盈餘公積及資本公積之全部或一部，
以發放現金方式為之，並報告股東會；採發行新股方式為之時，應提請
股東會決議分派之。
董事會擬具之盈餘分配議案，應提撥至少百分之十之累積可分配盈餘為
股東紅利，其中現金股利不得低於股利總數百分之二十，但現金股利每
股若低於0.2元，得經股東會決議，改以股票股利發放。","無",
"1781 - 合世","董事會擬議","113年 年度","113/01/01~113/12/31","1","114/03/13","114/06/16","       -112,234,473","         24,239,414","        -87,995,059","        -87,995,059","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司應以當年度獲利狀況之百分之一至百分之十分派員工酬勞及應以不高於當年度獲利狀況之百分之三分派董事酬勞；其員工酬勞數額中，應提撥不低於百分之二十為基層員工分派酬勞。但公司尚有累積虧損時，應予彌補。
本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，但法定盈餘公積已達公司實收資本額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘由董事會擬具分派議案，提請股東會決議後分派之。","無",
"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"1784 - 訊聯","董事會決議","113年 下半年","113/07/01~113/12/31","1","114/03/11","不適用","                  0","         83,701,934","         74,311,822","                  0","1.41629441","0.0","0.0","         74,311,822","0.0","0.0","0.0","                  0","第二十條之一：
本公司盈餘分派或虧損撥補得於每半會計年度終了後為之，每半會計年度決算如有盈餘，應先提繳稅捐、彌補累積虧損(包括調整未分配盈餘金額)、預估保留員工酬勞及董事酬勞、次提百分之十為法定盈餘公積；但法定盈餘公積累積已達本公司資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額加計上半會計年度累計未分配盈餘數為股東紅利，由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之；以現金方式為之時，應經董事會決議。
本公司年度總決算如有盈餘，應先提繳稅捐、彌補累積虧損(包括調整未分配盈餘金額)、次提撥百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額加計上半會計年度累計未分配盈餘數為股東紅利，由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之。
本公司依公司法第二百四十條第五項規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會。","無。",
