出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,合併前非屬共同控制股權損益,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,本期淨利（淨損）,營業收入,營業成本,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,收入,支出,其他綜合損益
114/10/28,111,3,8478,東哥遊艇,,,,,,470841.00,,,1343611.00,--,,,1842580.00,1343611.00,--,--,1842580.00,--,--,15.27,,,60341.00,,--,,--,,,,,,,,,1403952.00,1343611.00,4151625.00,2309486.00,1371298.00,32654.00,,,,--,--,1842139.00,--,--,1842139.00,--,498969.00,,,
114/10/28,111,3,8481,政伸,,,,,,256853.00,,,273161.00,--,,,347323.00,273161.00,--,--,347323.00,--,--,4.10,,,111009.00,,--,,--,,,,,,,,,384170.00,273161.00,1140983.00,563475.00,320655.00,63515.00,,,,--,--,577508.00,--,--,577508.00,--,74162.00,,,
114/10/28,111,3,8482,商億-KY,,,,,,716420.00,,,723487.00,--,,,1038270.00,716029.00,--,7458.00,1023595.00,--,14675.00,6.66,,,87824.00,,--,,--,,,,,,,,,811311.00,723487.00,3887782.00,2464743.00,706619.00,104692.00,,,,--,--,1423039.00,--,--,1423039.00,--,314783.00,,,
114/10/28,111,3,8487,愛爾達-創,,,,,,72944.00,,,21380.00,--,,,21380.00,--,--,--,--,--,--,0.98,,,4030.00,,--,,--,,,,,,,,,25410.00,21380.00,453912.00,352834.00,28134.00,-2724.00,,,,--,--,101078.00,--,--,101078.00,--,--,,,
114/10/28,111,3,8488,吉源-KY,,,,,,173022.00,,,-79126.00,--,,,-7798.00,-79126.00,--,--,-7798.00,--,--,-1.17,,,-21469.00,,--,,--,,,,,,,,,-100595.00,-79126.00,2876961.00,2796874.00,-92935.00,-7660.00,,,,--,--,80087.00,--,--,80087.00,--,71328.00,,,
114/10/28,111,3,8499,鼎炫-KY,,,,,,249561.00,,,647018.00,--,,,752013.00,596741.00,--,50277.00,698726.00,--,53287.00,11.51,,,176837.00,,--,,--,,,,,,,,,823855.00,647018.00,1857587.00,1035256.00,572770.00,251085.00,,,,--,--,822331.00,--,--,822331.00,--,104995.00,,,
114/10/28,111,3,8926,台汽電,,,,,,267704.00,,,315849.00,--,,,285272.00,306689.00,--,9160.00,276112.00,--,9160.00,0.52,,,42885.00,,--,,--,,,,,,,,,358734.00,315849.00,2605863.00,2307213.00,42428.00,316306.00,,,,--,--,298650.00,--,11482.00,310132.00,--,-30577.00,,,
114/10/28,111,3,8940,新天地,,,,,,321779.00,,,-29623.00,--,,,-29623.00,-27716.00,--,-1907.00,-27716.00,--,-1907.00,-0.41,,,-9120.00,,--,,--,,,,,,,,,-38743.00,-29623.00,594693.00,317953.00,-35582.00,-3161.00,,,,--,--,276740.00,--,--,276740.00,9457.00,--,,,
114/10/28,111,3,8996,高力,,,,,,304930.00,,,200564.00,--,,,211327.00,200564.00,--,--,211327.00,--,--,2.24,,,60129.00,,--,,--,,,,,,,,,260693.00,200564.00,1944140.00,1415746.00,223464.00,37229.00,,,,--,--,528394.00,--,--,528394.00,--,10763.00,,,
114/10/28,111,3,9802,鈺齊-KY,,,,,,1280607.00,,,2793550.00,--,,,3512264.00,2793585.00,--,-35.00,3512208.00,--,56.00,14.94,,,767878.00,,--,,--,,,,,,,,,3561428.00,2793550.00,17965182.00,13832671.00,2851904.00,709524.00,,,,--,--,4132511.00,--,--,4132511.00,--,718714.00,,,
114/10/28,111,3,9902,台火,,,,,,22250.00,,,-49909.00,--,,,-49909.00,-49790.00,--,-119.00,-49790.00,--,-119.00,-0.51,,,3266.00,,--,,--,,,,,,,,,-46643.00,-49909.00,70523.00,64059.00,-15786.00,-30857.00,,,,--,--,6464.00,--,--,6464.00,--,0.00,,,
114/10/28,111,3,9904,寶成,,,,,,40746868.00,,,19296178.00,--,,,-51734787.00,15427707.00,--,3868471.00,-62168163.00,--,10433376.00,5.23,,,3095334.00,,--,,--,,,,,,,,,22391512.00,19296178.00,204576945.00,155271423.00,8558654.00,13832858.00,,,,--,--,49305522.00,--,--,49305522.00,--,-71030965.00,,,
114/10/28,111,3,9905,大華,,,,,,380621.00,,,391733.00,--,,,459687.00,398230.00,--,-6497.00,458404.00,--,1283.00,1.31,,,131796.00,,--,,--,,,,,,,,,523529.00,391733.00,7027281.00,6209049.00,437611.00,85918.00,,,,--,--,818232.00,--,--,818232.00,--,67954.00,,,
114/10/28,111,3,9906,欣巴巴,,,,,,239478.00,,,421819.00,--,,,421819.00,421819.00,--,--,421819.00,--,--,5.06,,,112201.00,,--,,--,,,,,,,,,534020.00,421819.00,2629538.00,1839570.00,550490.00,-16470.00,,,,--,--,789968.00,--,--,789968.00,--,--,,,
114/10/28,111,3,9907,統一實,,,,,,2761961.00,,,2180649.00,--,,,2677612.00,2256416.00,--,-75767.00,2720546.00,--,-42934.00,1.43,,,668060.00,,--,,--,,,,,,,,,2848709.00,2180649.00,34401487.00,28962007.00,2677519.00,171190.00,,,,--,--,5439480.00,--,--,5439480.00,--,496963.00,,,
114/10/28,111,3,9908,大台北,,,,,,181708.00,,,670820.00,--,,,583638.00,615402.00,--,55418.00,511626.00,--,72012.00,1.23,,,110722.00,,--,,--,,,,,,,,,781542.00,670820.00,2443524.00,1790410.00,464792.00,316750.00,,,,--,--,653114.00,--,--,653114.00,-6614.00,-87182.00,,,
114/10/28,111,3,9910,豐泰,,,,,,9229198.00,,,7968116.00,--,,,10356669.00,7377915.00,--,590201.00,9658800.00,--,697869.00,8.37,,,2969637.00,,--,,--,,,,,,,,,10937753.00,7968116.00,73039500.00,55152833.00,8657469.00,2280284.00,,,,--,--,17886667.00,--,--,17886667.00,--,2388553.00,,,
114/10/28,111,3,9911,櫻花,,,,,,1254616.00,,,754451.00,--,,,868993.00,759482.00,--,-5031.00,871313.00,--,-2320.00,3.47,,,190384.00,,--,,--,,,,,,,,,944835.00,754451.00,6050012.00,3999053.00,796343.00,148492.00,,,,--,--,2050959.00,--,--,2050959.00,--,114542.00,,,
114/10/28,111,3,9912,偉聯,,,,,,170237.00,,,-13969.00,--,,,-12810.00,-4443.00,--,-9526.00,-3284.00,--,-9526.00,-0.09,,,1771.00,,--,,--,,,,,,,,,-12198.00,-13969.00,456211.00,306494.00,-20520.00,8322.00,,,,--,--,149717.00,--,--,149717.00,--,1159.00,,,
114/10/28,111,3,9914,美利達,,,,,,1698441.00,,,3124212.00,--,,,5429731.00,3084593.00,--,39619.00,5391430.00,--,38301.00,10.32,,,967151.00,,--,,--,,,,,,,,,4091363.00,3124212.00,26392232.00,21939591.00,2288262.00,1803101.00,,,,--,--,4452641.00,--,-465938.00,3986703.00,--,2305519.00,,,
114/10/28,111,3,9917,中保科,,,,,,1922442.00,,,1915966.00,--,,,1959088.00,1894749.00,--,21217.00,1939044.00,--,20044.00,4.30,,,391085.00,,--,,--,,,,,,,,,2307051.00,1915966.00,11336609.00,7620289.00,1793878.00,513173.00,,,,--,--,3716320.00,--,--,3716320.00,--,43122.00,,,
114/10/28,111,3,9918,欣天然,,,,,,177225.00,,,102822.00,--,,,102822.00,102822.00,--,--,102822.00,--,--,0.58,,,57354.00,,--,,--,,,,,,,,,160176.00,102822.00,1477177.00,1024066.00,275886.00,-115710.00,,,,--,--,453111.00,--,--,453111.00,--,0.00,,,
114/10/28,111,3,9919,康那香,,,,,,473773.00,,,-146837.00,--,,,-106145.00,-146837.00,--,--,-106145.00,--,--,-0.75,,,-6160.00,,--,,--,,,,,,,,,-152997.00,-146837.00,2527827.00,2259669.00,-205615.00,52618.00,,,,--,--,268158.00,--,--,268158.00,--,40692.00,,,
114/10/28,111,3,9921,巨大,,,,,,9586820.00,,,5874507.00,--,,,6491653.00,5630854.00,--,243653.00,6179327.00,--,312326.00,15.01,,,2076439.00,,--,,--,,,,,,,,,7950946.00,5874507.00,70874296.00,54399504.00,6887972.00,1062974.00,,,,--,--,16474792.00,--,--,16474792.00,--,617146.00,,,
114/10/28,111,3,9924,福興,,,,,,672395.00,,,781611.00,--,,,913341.00,779375.00,--,2236.00,910989.00,--,2352.00,4.14,,,252824.00,,--,,--,,,,,,,,,1034435.00,781611.00,7397575.00,6073866.00,651314.00,383121.00,,,,--,--,1323709.00,--,--,1323709.00,--,131730.00,,,
114/10/28,111,3,9925,新保,,,,,,1304058.00,,,852992.00,--,,,359688.00,802967.00,--,50025.00,347984.00,--,11704.00,2.08,,,154701.00,,--,,--,,,,,,,,,1007693.00,852992.00,5713474.00,3661783.00,747633.00,260060.00,,,,--,--,2051691.00,--,--,2051691.00,--,-493304.00,,,
114/10/28,111,3,9926,新海,,,,,,117063.00,,,379819.00,--,,,223482.00,379819.00,--,--,223482.00,--,--,2.12,,,83650.00,,--,,--,,,,,,,,,463469.00,379819.00,1697004.00,1188593.00,394366.00,69103.00,,,,--,--,508411.00,--,--,508411.00,3018.00,-156337.00,,,
114/10/28,111,3,9927,泰銘,,,,,,185519.00,,,533983.00,--,,,741020.00,530923.00,--,3060.00,736555.00,--,4465.00,3.17,,,165699.00,,--,,--,,,,,,,,,699682.00,533983.00,7235839.00,6514812.00,535508.00,164174.00,,,,--,--,721027.00,--,--,721027.00,--,207037.00,,,
114/10/28,111,3,9928,中視,,,,,,124199.00,,,-18608.00,--,,,-15418.00,-18608.00,--,0.00,-15418.00,--,0.00,-0.31,,,0.00,,--,,--,,,,,,,,,-18608.00,-18608.00,613450.00,552541.00,-63290.00,44682.00,,,,--,--,60909.00,--,--,60909.00,--,3190.00,,,
114/10/28,111,3,9929,秋雨,,,,,,58334.00,,,-111888.00,--,,,-152374.00,-85022.00,--,-26866.00,-125508.00,--,-26866.00,-0.84,,,211.00,,--,,--,,,,,,,,,-111677.00,-111888.00,410585.00,353245.00,-994.00,-110683.00,,,,--,--,57340.00,--,--,57340.00,--,-40486.00,,,
114/10/28,111,3,9930,中聯資源,,,,,,341677.00,,,615293.00,--,,,578024.00,614534.00,--,759.00,566377.00,--,11647.00,2.47,,,143485.00,,--,,--,,,,,,,,,758778.00,615293.00,8573400.00,7509274.00,722449.00,36329.00,,,,--,--,1064126.00,--,--,1064126.00,--,-37269.00,,,
114/10/28,111,3,9931,欣高,,,,,,52353.00,,,152827.00,--,,,12457.00,151651.00,--,1176.00,15983.00,--,-3526.00,1.37,,,39303.00,,--,,--,,,,,,,,,192130.00,152827.00,944509.00,760929.00,131227.00,60903.00,,,,--,--,183580.00,--,--,183580.00,--,-140370.00,,,
114/10/28,111,3,9933,中鼎,,,,,,1357981.00,,,2619625.00,--,,,2423470.00,1928719.00,--,690906.00,1661939.00,--,761531.00,2.49,,,410437.00,,--,,--,,,,,,,,,3030062.00,2619625.00,69210356.00,65073952.00,2778423.00,251639.00,,,,--,--,4136404.00,--,--,4136404.00,--,-196155.00,,,
114/10/28,111,3,9934,成霖,,,,,,4509366.00,,,-991801.00,--,,,-483918.00,-991801.00,--,--,-483918.00,--,--,-2.77,,,36960.00,,--,,--,,,,,,,,,-954841.00,-991801.00,15256408.00,11562359.00,-815317.00,-139524.00,,,,--,--,3694049.00,--,--,3694049.00,--,507883.00,,,
114/10/28,111,3,9935,慶豐富,,,,,,510751.00,,,188894.00,--,,,361410.00,188894.00,--,--,361410.00,--,--,1.12,,,72680.00,,--,,--,,,,,,,,,261574.00,188894.00,4077574.00,3457866.00,108957.00,152617.00,,,,--,--,619708.00,--,--,619708.00,--,172516.00,,,
114/10/28,111,3,9937,全國,,,,,,1374875.00,,,536800.00,--,,,475272.00,540584.00,--,-3784.00,479056.00,--,-3784.00,1.75,,,139086.00,,--,,--,,,,,,,,,675886.00,536800.00,18045046.00,16124694.00,545477.00,130409.00,,,,--,--,1920352.00,--,--,1920352.00,--,-61528.00,,,
114/10/28,111,3,9938,百和,,,,,,2303628.00,,,1743779.00,--,,,2533054.00,1423191.00,--,320588.00,2199224.00,--,333830.00,4.78,,,689998.00,,--,,--,,,,,,,,,2433777.00,1743779.00,13307348.00,8605145.00,2398575.00,35202.00,,,,--,--,4702203.00,--,--,4702203.00,--,789275.00,,,
114/10/28,111,3,9939,宏全,,,,,,1712060.00,,,2060378.00,--,,,3005298.00,1990547.00,--,69831.00,2928837.00,--,76461.00,6.92,,,567421.00,,--,,--,,,,,,,,,2627799.00,2060378.00,19353834.00,15144173.00,2497601.00,130198.00,,,,--,--,4209661.00,--,--,4209661.00,--,944920.00,,,
114/10/28,111,3,9940,信義,,,,,,1199853.00,,,1000326.00,--,,,1308260.00,989658.00,--,10668.00,1297597.00,--,10663.00,1.34,,,265956.00,,--,,--,,,,,,,,,1266282.00,1000326.00,10038907.00,7632793.00,1206261.00,60021.00,,,,--,--,2406114.00,--,--,2406114.00,--,307934.00,,,
114/10/28,111,3,9941,裕融,,,,,,8780493.00,,,4751887.00,--,,,5032929.00,4474530.00,--,277357.00,4687617.00,--,345312.00,9.53,,,1694994.00,,--,,--,,,,,,,,,6446881.00,4751887.00,26729704.00,11089850.00,6859361.00,-412480.00,,,,--,--,15639854.00,--,--,15639854.00,--,281042.00,,,
114/10/28,111,3,9942,茂順,,,,,,445287.00,,,473295.00,--,,,513698.00,471708.00,--,1587.00,511562.00,--,2136.00,5.67,,,185017.00,,--,,--,,,,,,,,,658312.00,473295.00,2991336.00,1963319.00,582313.00,75999.00,,,,--,--,1028017.00,--,-417.00,1027600.00,--,40403.00,,,
114/10/28,111,3,9943,好樂迪,,,,,,674144.00,,,309144.00,--,,,292448.00,305866.00,--,3278.00,289170.00,--,3278.00,2.16,,,47720.00,,--,,--,,,,,,,,,356864.00,309144.00,1679264.00,842340.00,162780.00,194084.00,,,,--,--,836924.00,--,--,836924.00,--,-16696.00,,,
114/10/28,111,3,9944,新麗,,,,,,438988.00,,,65164.00,--,,,207591.00,51878.00,0.00,13286.00,194754.00,0.00,12837.00,0.49,,,127194.00,,--,,--,,,,,,,,,192358.00,65164.00,2062024.00,1505538.00,117498.00,74860.00,,,,--,--,556486.00,--,--,556486.00,--,142427.00,,,
114/10/28,111,3,9945,潤泰新,,,,,,1497713.00,,,15039890.00,--,,,-110782009.00,14224805.00,--,815085.00,-110701668.00,--,-80341.00,4.66,,,431294.00,,--,,--,,,,,,,,,15471184.00,15039890.00,21738461.00,16907002.00,3333746.00,12137438.00,,,,--,--,4831459.00,--,--,4831459.00,--,-125821899.00,,,
114/10/28,111,3,9946,三發地產,,,,,,191599.00,,,98163.00,--,,,99063.00,98163.00,--,--,99063.00,--,--,0.30,,,25303.00,,--,,--,,,,,,,,,123466.00,98163.00,2018849.00,1681613.00,145637.00,-22171.00,,,,--,--,337236.00,--,--,337236.00,--,900.00,,,
114/10/28,111,3,9955,佳龍,,,,,,76763.00,,,-70546.00,--,,,-66697.00,-70546.00,--,0.00,-66697.00,--,0.00,-0.68,,,0.00,,--,,--,,,,,,,,,-70546.00,-70546.00,905990.00,905872.00,-76645.00,6099.00,,,,--,--,118.00,--,--,118.00,--,3849.00,,,
114/10/28,111,3,9958,世紀鋼,,,,,,259529.00,,,478643.00,--,,,474170.00,510903.00,--,-32260.00,510443.00,--,-36273.00,2.20,,,165364.00,,--,,--,,,,,,,,,644007.00,478643.00,6277421.00,5599979.00,417913.00,226094.00,,,,--,--,677442.00,--,--,677442.00,--,-4473.00,,,
114/10/28,111,3,2880,華南金,24898266.00,16944343.00,41842609.00,2813815.00,1094454.00,21385474.00,16548866.00,2655072.00,13893794.00,--,13893794.00,-26484327.00,-12590533.00,13893691.00,--,103.00,-12590662.00,--,129.00,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2881,富邦金,123691711.00,166904419.00,290596130.00,3895468.00,130664804.00,51227147.00,104808711.00,19802461.00,85006250.00,--,85006250.00,-446919601.00,-361913351.00,83713989.00,--,1292261.00,-354742885.00,--,-7170466.00,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2882,國泰金,164179619.00,142311100.00,306490719.00,2358441.00,168344109.00,64947063.00,70841106.00,16361774.00,54479332.00,--,54479332.00,-611225555.00,-556746223.00,53893886.00,--,585446.00,-557663371.00,--,917148.00,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2883,凱基金,52175907.00,47226486.00,99402393.00,-145398.00,49927555.00,22508680.00,27111556.00,6768005.00,20343551.00,--,20343551.00,-128415626.00,-108072075.00,20321448.00,--,22103.00,-108098672.00,--,26597.00,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2884,玉山金,23016100.00,17015693.00,40031793.00,1490986.00,--,23698445.00,14842362.00,3182029.00,11660333.00,--,11660333.00,-12114444.00,-454111.00,11648029.00,--,12304.00,-467106.00,--,12995.00,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2885,元大金,23289411.00,51941133.00,75230544.00,169147.00,16519520.00,32959681.00,25582196.00,4960333.00,20621863.00,--,20621863.00,-22109045.00,-1487182.00,19605427.00,--,1016436.00,-2263594.00,--,776412.00,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2886,兆豐金,27916185.00,14182982.00,42099167.00,1617306.00,3228813.00,22003035.00,15250013.00,1589612.00,13660401.00,--,13660401.00,-30241346.00,-16580945.00,13660401.00,--,0.00,-16580945.00,--,0.00,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2887,台新新光金,21398677.00,26003387.00,47402064.00,1359731.00,13393711.00,21716175.00,10932447.00,2668722.00,8263725.00,--,8263725.00,-9426118.00,-1162393.00,8272288.00,--,-8563.00,-1153830.00,--,-8563.00,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2889,國票金,1750015.00,2924275.00,4674290.00,-20845.00,--,2713965.00,1981170.00,479298.00,1501872.00,--,1501872.00,-5846616.00,-4344744.00,1199334.00,--,302538.00,-4357434.00,--,12690.00,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2890,永豐金,19821496.00,17214604.00,37036100.00,1904924.00,--,19472901.00,15658275.00,2722351.00,12935924.00,--,12935924.00,-19025369.00,-6089445.00,12935924.00,--,--,-6089445.00,--,--,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2891,中信金,92635490.00,44122211.00,136757701.00,5515740.00,32708246.00,51735838.00,46797877.00,13750131.00,33047746.00,--,33047746.00,-108823752.00,-75776006.00,32186328.00,--,861418.00,-75332779.00,--,-443227.00,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,2892,第一金,28949148.00,23250372.00,52199520.00,3729848.00,9099407.00,19967822.00,19402443.00,2974146.00,16428297.00,--,16428297.00,-10595198.00,5833099.00,16428297.00,--,--,5833099.00,--,--,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,3,5880,合庫金,28413388.00,10797906.00,39211294.00,996078.00,-614077.00,20592390.00,18236903.00,2938134.00,15298769.00,--,15298769.00,-37542105.00,-22243336.00,14815006.00,--,483763.00,-20935548.00,--,-1307788.00,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,1409,新纖,,,,,,,,,3620488.00,0.00,,,2520800.00,2823787.00,--,796701.00,1655848.00,--,864952.00,1.75,,4694045.00,1073557.00,,,,,,,,,,,,,,3620488.00,,,,,,,,,,,,,,,,45967673.00,41273628.00,-1099688.00
114/10/28,111,4,1718,中纖,,,,,,,,,2796826.00,--,,,1684803.00,-1352253.00,--,4149079.00,-1431407.00,--,3116210.00,-1.01,,4106465.00,1309639.00,,,,,,,,,,,,,,2796826.00,,,,,,,,,,,,,,,,34118148.00,30011683.00,-1112023.00
114/10/28,111,4,2207,和泰車,,,,,,,,,-15745958.00,--,,,-17432657.00,-19330194.00,--,3584236.00,-21172847.00,--,3740190.00,-35.39,,-14634883.00,1111075.00,,,,,,,,,,,,,,-15745958.00,,,,,,,,,,,,,,,,246481839.00,261116722.00,-1686699.00
114/10/28,111,4,2905,三商,,,,,,,,,-12591066.00,--,,,-20133441.00,-5089794.00,--,-7501272.00,-8348400.00,--,-11785041.00,-5.82,,-13733295.00,-1142229.00,,,,,,,,,,,,,,-12591066.00,,,,,,,,,,,,,,,,209000967.00,222734262.00,-7542375.00
114/10/28,111,4,2816,旺旺保,,,,,,2031404.00,,,,--,,,-1413312.00,--,--,--,--,--,--,-5.91,,,-422.00,,--,,--,,,,,,,,,,-1322207.00,8500870.00,7800876.00,-1331410.00,8781.00,-1322629.00,-1322207.00,-91105.00,,,,,,,,,,,
114/10/28,111,4,2832,台產,,,,,,1350241.00,,,,--,,,36078.00,--,--,--,--,--,--,1.86,,,178462.00,,--,,--,,,,,,,,,,671961.00,6056243.00,3855335.00,850667.00,-244.00,850423.00,671961.00,-635883.00,,,,,,,,,,,
114/10/28,111,4,2850,新產,,,,,,3764558.00,,,,--,,,783806.00,--,--,--,--,--,--,6.34,,,470246.00,,--,,--,,,,,,,,,,2003570.00,18930606.00,12705404.00,2460644.00,13172.00,2473816.00,2003570.00,-1219764.00,,,,,,,,,,,
114/10/28,111,4,2851,中再保,,,,,,491302.00,,,,--,,,-1851963.00,--,--,--,--,--,--,0.41,,,-229894.00,,--,,--,,,,,,,,,,253273.00,21338046.00,20831212.00,15532.00,7847.00,23379.00,253273.00,-2105236.00,,,,,,,,,,,
114/10/28,111,4,2852,第一保,,,,,,1504262.00,,,,--,,,655524.00,--,--,--,--,--,--,1.86,,,116087.00,,--,,--,,,,,,,,,,558847.00,6932881.00,4753447.00,675172.00,-238.00,674934.00,558847.00,96677.00,,,,,,,,,,,
114/10/28,111,4,2867,三商壽,,,,,,4744023.00,,,,--,,,-21457369.00,--,--,--,--,--,--,-4.34,,,-1398874.00,,--,,--,,,,,,,,,,-13658802.00,109647090.00,120246701.00,-15343634.00,285958.00,-15057676.00,-13658802.00,-7798567.00,,,,,,,,,,,
114/10/28,111,4,1101,台泥,,,,,,8421829.00,,,4157085.00,0.00,,,5302008.00,5404984.00,--,-1247899.00,6253579.00,--,-951571.00,0.74,,,2489012.00,,--,,--,,,,,,,,,6646097.00,4157085.00,113929706.00,104345739.00,1162138.00,5483959.00,,,,--,--,9583967.00,--,--,9583967.00,--,1144923.00,,,
114/10/28,111,4,1102,亞泥,,,,,,3184209.00,,,12597136.00,--,,,17015018.00,12016396.00,--,580740.00,16002287.00,--,1012731.00,3.63,,,2599841.00,,--,,--,,,,,,,,,15196977.00,12597136.00,90340503.00,78585021.00,8571273.00,6625704.00,,,,--,--,11755482.00,--,--,11755482.00,--,4417882.00,,,
114/10/28,111,4,1103,嘉泥,,,,,,527956.00,,,-173886.00,--,,,-3450609.00,-180762.00,--,6876.00,-3335828.00,--,-114781.00,-0.28,,,52584.00,,--,,--,,,,,,,,,-121302.00,-173886.00,2253659.00,2121073.00,-395370.00,274068.00,,,,--,--,132586.00,--,--,132586.00,--,-3276723.00,,,
114/10/28,111,4,1104,環泥,,,,,,525210.00,,,2183492.00,--,,,2424201.00,2041395.00,--,142097.00,2281539.00,--,142662.00,3.12,,,199837.00,,--,,--,,,,,,,,,2383329.00,2183492.00,7055789.00,5689489.00,841090.00,1542239.00,,,,--,--,1366300.00,--,--,1366300.00,--,240709.00,,,
114/10/28,111,4,1108,幸福,,,,,,279804.00,,,581221.00,--,,,503058.00,581216.00,--,5.00,503053.00,--,5.00,1.44,,,106801.00,,--,,--,,,,,,,,,688022.00,581221.00,4149253.00,3158473.00,711429.00,-23407.00,,,,--,--,990780.00,--,--,990780.00,453.00,-78163.00,,,
114/10/28,111,4,1109,信大,,,,,,338610.00,,,517738.00,--,,,614815.00,399166.00,--,118572.00,463300.00,--,151515.00,1.17,,,475016.00,,--,,--,,,,,,,,,992754.00,517738.00,6388338.00,5138589.00,911139.00,81615.00,,,,--,--,1249749.00,--,--,1249749.00,--,97077.00,,,
114/10/28,111,4,1110,東泥,,,,,,152778.00,,,108124.00,--,,,81208.00,149043.00,--,-40919.00,122171.00,--,-40963.00,0.26,,,1553.00,,--,,--,,,,,,,,,109677.00,108124.00,1794015.00,1672736.00,-31499.00,141176.00,,,,--,--,121279.00,--,--,121279.00,--,-26916.00,,,
114/10/28,111,4,1201,味全,,,,,,5163869.00,,,241083.00,--,,,434908.00,240283.00,--,800.00,433983.00,--,925.00,0.47,,,58717.00,,--,,--,,,,,,,,,299800.00,241083.00,19972832.00,14474786.00,334177.00,-34377.00,,,,--,--,5498046.00,--,--,5498046.00,--,193825.00,,,
114/10/28,111,4,1203,味王,,,,,,992023.00,,,889374.00,0.00,,,1032560.00,625396.00,--,263978.00,695396.00,--,337164.00,2.63,,,231651.00,,--,,--,,,,,,,,,1121025.00,889374.00,6385557.00,4560378.00,833156.00,287869.00,,,,--,--,1825179.00,--,--,1825179.00,--,143186.00,,,
114/10/28,111,4,1210,大成,,,,,,8300566.00,,,2850126.00,--,,,2645338.00,2193061.00,--,657065.00,1947757.00,--,697581.00,2.59,,,575581.00,,--,,--,,,,,,,,,3425707.00,2850126.00,113297286.00,101938516.00,3058204.00,367503.00,,,,--,--,11358770.00,--,--,11358770.00,--,-204788.00,,,
114/10/28,111,4,1213,大飲,,,,,,55550.00,,,-75809.00,--,,,-75821.00,-75809.00,--,--,-75821.00,--,--,-1.34,,,-2.00,,--,,--,,,,,,,,,-75811.00,-75809.00,393947.00,405814.00,-67417.00,-8394.00,,,,--,--,-11867.00,--,--,-11867.00,--,-12.00,,,
114/10/28,111,4,1215,卜蜂,,,,,,1894607.00,,,1550174.00,--,,,1665384.00,1555380.00,--,-5206.00,1669875.00,--,-4491.00,5.28,,,378069.00,,--,,--,,,,,,,,,1928243.00,1550174.00,28959220.00,25082443.00,2003679.00,-75436.00,,,,--,--,3876777.00,--,--,3876777.00,21509.00,115210.00,,,
114/10/28,111,4,1216,統一,,,,,,138633361.00,,,26525917.00,--,,,34434719.00,17168480.00,--,9357437.00,24561958.00,--,9872761.00,3.02,,,8815901.00,,--,,--,,,,,,,,,35341818.00,26525917.00,524831664.00,357181700.00,29016603.00,6325215.00,,,,--,--,167649964.00,--,--,167649964.00,--,7908802.00,,,
114/10/28,111,4,1217,愛之味,,,,,,1265682.00,,,287793.00,--,,,299462.00,277890.00,--,9903.00,287046.00,--,12416.00,0.56,,,15469.00,,--,,--,,,,,,,,,303262.00,287793.00,4800625.00,3363675.00,171268.00,131994.00,,,,--,--,1436950.00,--,--,1436950.00,--,11669.00,,,
